City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
591,Balkhash,KZ,2022-04-10 03:37:34,46.844,74.9804,48.81,31,0,20.13
592,Atasu,KZ,2022-04-10 03:37:34,48.6814,71.6433,48.99,52,100,14.85
593,Melfi,IT,2022-04-10 03:37:35,40.9965,15.6514,46.49,81,37,4.38
594,Banyumas,ID,2022-04-10 03:37:35,-7.5142,109.2942,89.06,58,36,4.43
595,Tambo,PE,2022-04-10 03:37:35,-14.8,-73.9167,38.44,82,97,3.85
596,Kjollefjord,NO,2022-04-10 03:37:36,70.9457,27.3465,35.65,83,78,14.16
597,Roma,US,2022-04-10 03:37:36,43.2128,-75.4557,40.95,83,75,5.75
598,Antanifotsy,MG,2022-04-10 03:37:36,-19.65,47.3167,54.99,90,8,1.28
599,Polonnaruwa,LK,2022-04-10 03:37:37,7.9333,81.0,86.92,60,97,7.2
600,Dubrovka,RU,2022-04-10 03:37:37,53.6907,33.5071,37.53,94,100,9.1
601,Biharamulo,TZ,2022-04-10 03:37:37,-2.6319,31.3089,60.4,89,99,3.36
602,Purna,IN,2022-04-10 03:37:37,19.1833,77.05,85.89,19,70,12.06
603,Myitkyina,MM,2022-04-10 03:37:38,25.3833,97.4,91.31,30,6,1.45
